_time,EC,Humidity_percent,PH,Temperature_C,WaterTemp_C
2023-11-03 11:10:59.546000+00:00,0.09,51.1,7.73,22.7,20.94
2023-11-03 11:16:07.955000+00:00,0.09,50.7,7.73,22.8,20.87
2023-11-03 11:21:20.422000+00:00,0.09,51,7.72,22.7,20.94
2023-11-03 11:26:29.647000+00:00,0.09,50.6,7.72,22.8,20.94
2023-11-03 11:31:38.044000+00:00,0.09,50.9,7.73,22.7,21
2023-11-03 11:36:50.424000+00:00,0.12,51,7.74,22.7,20.94
2023-11-03 11:41:59.461000+00:00,0.09,51,7.72,22.7,20.94
2023-11-03 11:47:07.810000+00:00,0.09,51.5,7.72,22.6,20.87
2023-11-03 11:52:16.475000+00:00,0.09,51.3,7.72,22.5,20.87
2023-11-03 11:57:29.225000+00:00,0.09,51.2,7.72,22.6,20.87
2023-11-03 12:02:37.308000+00:00,0.09,51.4,7.74,22.5,20.94
2023-11-03 12:07:47.007000+00:00,0.09,51.6,7.72,22.5,20.87
2023-11-03 12:12:58.835000+00:00,0.09,50.9,7.72,22.7,20.87
2023-11-03 12:18:07.269000+00:00,0.09,51,7.72,22.7,21
2023-11-03 12:23:15.438000+00:00,0.09,51,7.74,22.7,20.94
2023-11-03 12:28:24.170000+00:00,0.09,51,7.72,22.7,20.87
2023-11-03 12:33:36.333000+00:00,0.09,51.1,7.73,22.7,20.87
2023-11-03 12:38:44.776000+00:00,0.09,51.2,7.72,22.7,20.87
2023-11-03 12:43:52.972000+00:00,0.09,51.1,7.73,22.6,20.87
2023-11-03 12:49:05.970000+00:00,0.09,51.5,7.72,22.5,20.81
2023-11-03 12:54:15.147000+00:00,0.12,51.4,7.72,22.5,20.87
2023-11-03 12:59:24.427000+00:00,0.09,51.4,7.72,22.5,20.87
2023-11-03 13:04:38.255000+00:00,0.09,51.4,7.73,22.5,20.87
2023-11-03 13:09:47.674000+00:00,0.09,51.5,7.73,22.5,20.94
2023-11-03 13:14:56.257000+00:00,0.09,51.6,7.72,22.6,20.81
2023-11-03 13:20:05.120000+00:00,0.06,51.6,7.72,22.6,20.81
2023-11-03 13:25:18.530000+00:00,0.09,51.7,7.72,22.6,20.81
2023-11-03 13:30:27.276000+00:00,0.09,51.5,7.72,22.6,20.81
2023-11-03 13:35:35.692000+00:00,0.09,51.5,7.72,22.7,20.81
2023-11-03 13:40:44.186000+00:00,0.09,51.6,7.73,22.7,20.81
2023-11-03 13:45:56.211000+00:00,0.09,51.6,7.72,22.7,20.81
2023-11-03 13:51:05.239000+00:00,0.09,51.6,7.73,22.7,20.81
2023-11-03 13:56:14.084000+00:00,0.09,51.7,7.73,22.7,20.87
2023-11-03 14:01:22.502000+00:00,0.09,51.7,7.72,22.7,20.87
2023-11-03 14:06:36.137000+00:00,0.09,51.6,7.72,22.7,20.81
2023-11-03 14:11:43.882000+00:00,0.09,51.5,7.73,22.7,20.81
2023-11-03 14:16:52.906000+00:00,0.09,51.5,7.73,22.8,20.81
2023-11-03 14:22:04.870000+00:00,0.06,51.4,7.75,22.7,20.94
2023-11-03 14:27:13.825000+00:00,0.09,51.4,7.74,22.7,21
2023-11-03 14:32:22.418000+00:00,0.09,51.5,7.73,22.7,21
2023-11-03 14:37:30.393000+00:00,0.09,51.5,7.73,22.7,21
2023-11-03 14:42:43.553000+00:00,0.09,51.4,7.73,22.7,20.94
2023-11-03 14:47:51.580000+00:00,0.09,51.5,7.73,22.8,20.94
2023-11-03 14:53:00.714000+00:00,0.06,51.3,7.72,22.7,20.94
2023-11-03 14:58:12.951000+00:00,0.06,51.2,7.73,22.7,20.94
2023-11-03 15:03:21.056000+00:00,0.09,51.5,7.73,22.8,20.87
2023-11-03 15:08:29.529000+00:00,0.09,51.4,7.73,22.8,20.94
2023-11-03 15:13:38.653000+00:00,0.09,51.4,7.72,22.8,20.94
2023-11-03 15:18:51.669000+00:00,0.09,51.2,7.72,22.8,20.94
2023-11-03 15:24:00.833000+00:00,0.06,51.3,7.72,22.8,20.87
2023-11-03 15:29:09.607000+00:00,0.09,51.1,7.73,22.8,20.87
2023-11-03 15:34:21.437000+00:00,0.06,51.2,7.72,22.8,20.87
2023-11-03 15:39:29.853000+00:00,0.09,50.9,7.73,22.7,20.87
2023-11-03 15:44:38.147000+00:00,0.09,50.7,7.73,22.7,20.94
2023-11-03 15:49:49.542000+00:00,0.09,50.9,7.72,22.8,20.94
2023-11-03 15:54:58.372000+00:00,0.09,50.9,7.72,22.7,20.94
2023-11-03 16:00:06.980000+00:00,0.09,50.7,7.72,22.8,20.87
2023-11-03 16:05:14.927000+00:00,0.06,50.8,7.72,22.8,20.94
2023-11-03 16:10:28.975000+00:00,0.09,50.6,7.72,22.7,20.87
2023-11-03 16:15:37.230000+00:00,0.12,50.5,7.72,22.7,20.87
2023-11-03 16:20:45.792000+00:00,0.09,50.6,7.73,22.7,20.87
2023-11-03 16:25:54.305000+00:00,0.09,50.7,7.73,22.7,20.81
2023-11-03 16:31:06.752000+00:00,0.09,51,7.72,22.7,20.81
2023-11-03 16:36:15.466000+00:00,0.09,50.6,7.73,22.8,20.81
2023-11-03 16:41:23.707000+00:00,0.09,50.5,7.73,22.8,20.81
2023-11-03 16:46:32.119000+00:00,0.09,50.5,7.72,22.7,20.87
2023-11-03 16:51:44.670000+00:00,0.09,50.4,7.73,22.8,20.81
2023-11-03 16:56:53.887000+00:00,0.09,50.4,7.72,22.7,20.81
2023-11-03 17:02:02.197000+00:00,0.09,50.6,7.73,22.8,20.87
2023-11-03 17:07:14.733000+00:00,0.09,50.3,7.73,22.7,20.81
2023-11-03 17:12:23.392000+00:00,0.09,50.1,7.73,22.7,20.81
2023-11-03 17:17:31.758000+00:00,0.09,50.2,7.72,22.7,20.81
2023-11-03 17:22:40.896000+00:00,0.09,50.5,7.72,22.8,20.81
2023-11-03 17:27:53.813000+00:00,0.09,50.3,7.72,22.7,20.81
2023-11-03 17:33:03.180000+00:00,0.09,50.2,7.72,22.7,20.75
2023-11-03 17:38:11.865000+00:00,0.09,50.4,7.71,22.8,20.75
2023-11-03 17:43:23.857000+00:00,0.09,49.8,7.72,22.7,20.81
2023-11-03 17:48:32.284000+00:00,0.09,50.3,7.72,22.8,20.87
2023-11-03 17:53:40.666000+00:00,0.06,50.3,7.72,22.7,20.75
2023-11-03 17:58:50.397000+00:00,0.06,50.4,7.73,22.8,20.75
2023-11-03 18:03:58.657000+00:00,0.09,49.5,7.72,22.8,20.81
2023-11-03 18:09:16.498000+00:00,0.09,49.9,7.71,22.7,20.81
2023-11-03 18:14:25.154000+00:00,0.09,50.6,7.71,22.7,20.81
2023-11-03 18:19:42.213000+00:00,0.09,50,7.72,22.7,20.75
2023-11-03 18:24:51.932000+00:00,0.09,50.3,7.72,22.7,20.81
2023-11-03 18:30:06.116000+00:00,0.12,50.4,7.73,22.8,20.75
2023-11-03 18:35:14.579000+00:00,0.09,50.3,7.72,22.7,20.75
2023-11-03 18:40:25.816000+00:00,0.09,50.6,7.71,22.7,20.75
2023-11-03 18:45:33.655000+00:00,0.12,50.4,7.72,22.7,20.75
2023-11-03 18:50:42.758000+00:00,0.09,50.1,7.73,22.7,20.75
2023-11-03 18:55:54.885000+00:00,0.09,50.1,7.72,22.7,20.81
2023-11-03 19:01:03.067000+00:00,0.09,50.2,7.71,22.7,20.75
2023-11-03 19:06:11.107000+00:00,0.09,50.2,7.72,22.7,20.75
2023-11-03 19:11:22.753000+00:00,0.09,50.1,7.72,22.7,20.75
2023-11-03 19:16:30.962000+00:00,0.09,49.8,7.72,22.7,20.75
2023-11-03 19:21:39.154000+00:00,0.09,49.9,7.71,22.7,20.69
2023-11-03 19:26:49.739000+00:00,0.09,49.9,7.72,22.7,20.69
2023-11-03 19:31:58.497000+00:00,0.09,50,7.72,22.7,20.75
2023-11-03 19:37:06.336000+00:00,0.09,50,7.71,22.8,20.75
2023-11-03 19:42:18.081000+00:00,0.09,50,7.72,22.7,20.75
2023-11-03 19:47:26.300000+00:00,0.09,50.1,7.73,22.7,20.69
2023-11-03 19:52:35.371000+00:00,0.09,49.9,7.72,22.7,20.75
2023-11-03 19:57:43.886000+00:00,0.09,50.1,7.71,22.7,20.75
2023-11-03 20:02:56.719000+00:00,0.09,50.1,7.71,22.7,20.75
2023-11-03 20:08:06.207000+00:00,0.09,50.1,7.72,22.7,20.75
2023-11-03 20:13:14.777000+00:00,0.09,50.2,7.73,22.8,20.75
2023-11-03 20:18:23.530000+00:00,0.09,50.2,7.71,22.7,20.75
2023-11-03 20:23:36.452000+00:00,0.09,50.3,7.72,22.7,20.69
2023-11-03 20:28:44.947000+00:00,0.15,50.4,7.72,22.7,20.75
2023-11-03 20:33:53.292000+00:00,0.12,50,7.77,22.9,20.94
2023-11-03 20:39:01.705000+00:00,0.12,49.5,7.75,22.9,20.94
2023-11-03 20:44:15.054000+00:00,0.09,49.7,7.75,23,21
2023-11-03 20:49:22.995000+00:00,0.15,49.4,7.73,23,20.94
2023-11-03 20:54:31.243000+00:00,0.12,49.4,7.73,23.1,20.94
2023-11-03 20:59:40.446000+00:00,0.16,49.4,7.74,23.1,21
2023-11-03 21:04:52.407000+00:00,0.12,49.3,7.74,23.1,20.87
2023-11-03 21:10:01.859000+00:00,0.12,49.2,7.73,23.1,20.87
2023-11-03 21:15:09.726000+00:00,0.12,49.3,7.73,23.2,20.87
2023-11-03 21:20:17.989000+00:00,0.15,49.3,7.73,23.2,20.94
2023-11-03 21:25:30.726000+00:00,0.19,49.2,7.73,23.3,20.87
2023-11-03 21:30:39.280000+00:00,0.15,49,7.72,23.4,20.87
2023-11-03 21:35:47.387000+00:00,0.19,49.2,7.72,23.4,20.87
2023-11-03 21:40:56.161000+00:00,0.15,49.1,7.73,23.5,20.87
2023-11-03 21:46:08.361000+00:00,0.22,49.1,7.72,23.5,20.87
2023-11-03 21:51:16.792000+00:00,0.19,48.9,7.72,23.5,20.87
2023-11-03 21:56:25.532000+00:00,0.19,49.1,7.71,23.5,20.81
2023-11-03 22:01:34.435000+00:00,0.12,49.1,7.72,23.5,20.81
2023-11-03 22:06:46.899000+00:00,0.12,49,7.72,23.5,20.81
2023-11-03 22:11:55.091000+00:00,0.12,49.2,7.71,23.5,20.94
2023-11-03 22:17:03.525000+00:00,0.15,48.9,7.72,23.7,20.81
2023-11-03 22:22:12.363000+00:00,0.22,48.7,7.72,23.8,20.81
2023-11-03 22:27:25.854000+00:00,0.15,48.6,7.71,23.8,20.87
2023-11-03 22:32:34.932000+00:00,0.19,48.6,7.72,23.8,20.87
2023-11-03 22:37:43.128000+00:00,0.19,48.6,7.73,23.9,20.81
2023-11-03 22:42:52.169000+00:00,0.19,48.4,7.71,23.9,20.87
2023-11-03 22:48:04.476000+00:00,0.19,48.5,7.71,23.9,20.87
2023-11-03 22:53:12.934000+00:00,0.12,48.8,7.7,23.8,20.87
2023-11-03 22:58:21.796000+00:00,0.15,48.7,7.71,23.8,20.87
2023-11-03 23:03:30.083000+00:00,0.12,48.8,7.71,23.8,20.87
2023-11-03 23:08:44.060000+00:00,0.15,48.9,7.72,23.7,20.87
2023-11-03 23:13:52.490000+00:00,0.15,48.9,7.7,23.9,20.81
2023-11-03 23:19:01.083000+00:00,0.12,48.6,7.72,24,20.87
2023-11-03 23:24:10.028000+00:00,0.15,48.4,7.72,24,20.87
2023-11-03 23:29:23.642000+00:00,0.15,48.5,7.71,24,20.87
2023-11-03 23:34:32.380000+00:00,0.16,48.5,7.72,24.1,21
2023-11-03 23:39:40.705000+00:00,0.19,48.6,7.71,24.1,20.94
2023-11-03 23:44:48.096000+00:00,0.19,48.5,7.72,24.1,20.94
2023-11-03 23:50:01.456000+00:00,0.12,48.4,7.71,24.1,20.94
2023-11-03 23:55:10.404000+00:00,0.22,48.7,7.7,24.1,20.94
2023-11-04 00:00:18.268000+00:00,0.12,48.6,7.7,24.1,20.94
2023-11-04 00:05:26.708000+00:00,0.15,48.9,7.7,24.2,20.94
2023-11-04 00:10:39.183000+00:00,0.16,48.9,7.7,24.2,21
2023-11-04 00:15:47.331000+00:00,0.19,48.7,7.7,24.2,21
2023-11-04 00:20:56.077000+00:00,0.15,48.8,7.7,24.3,20.94
2023-11-04 00:26:04.069000+00:00,0.19,49,7.7,24.2,20.94
2023-11-04 00:31:17.008000+00:00,0.15,48.9,7.7,24.2,20.94
2023-11-04 00:36:25.433000+00:00,0.15,49,7.69,24.2,20.94
2023-11-04 00:41:33.763000+00:00,0.19,48.9,7.69,24.2,21
2023-11-04 00:46:41.486000+00:00,0.22,49.3,7.71,24.2,21
2023-11-04 00:51:54.854000+00:00,0.19,49,7.7,24.2,21.12
2023-11-04 00:57:02.164000+00:00,0.19,49.4,7.7,24.3,21
2023-11-04 01:02:12.122000+00:00,0.22,49.2,7.7,24.3,21.06
2023-11-04 01:07:20.706000+00:00,0.22,48.8,7.7,24.2,21.06
2023-11-04 01:12:33.725000+00:00,0.25,49.6,7.69,24.2,21.06
2023-11-04 01:17:42.694000+00:00,0.19,49.2,7.7,24.2,21.06
2023-11-04 01:22:51.469000+00:00,0.19,48.6,7.7,24.2,21.06
2023-11-04 01:27:59.684000+00:00,0.16,49.5,7.71,24.3,21.12
2023-11-04 01:33:12.458000+00:00,0.22,49.6,7.71,24.3,21.12
2023-11-04 01:38:20.489000+00:00,0.22,49.2,7.7,24.2,21.06
2023-11-04 01:43:28.577000+00:00,0.16,49.3,7.7,24.2,21.06
2023-11-04 01:48:36.963000+00:00,0.22,49.1,7.7,24.2,21.19
2023-11-04 01:53:50.307000+00:00,0.16,48.2,7.69,24.2,21.12
2023-11-04 01:58:58.741000+00:00,0.12,48.7,7.69,24.1,21.12
2023-11-04 02:04:06.017000+00:00,0.19,48.8,7.7,24.1,21.12
2023-11-04 02:09:14.999000+00:00,0.16,49.1,7.69,24.3,21.12
2023-11-04 02:14:28.220000+00:00,0.19,49,7.72,24.2,21.12
2023-11-04 02:19:35.976000+00:00,0.19,49,7.69,24.2,21.12
2023-11-04 02:24:44.619000+00:00,0.16,48.9,7.7,24.3,21.12
2023-11-04 02:29:53.018000+00:00,0.16,49.2,7.7,24.3,21.12
2023-11-04 02:35:06.230000+00:00,0.22,47.6,7.71,24.3,21.25
2023-11-04 02:40:14.407000+00:00,0.12,49.2,7.71,24.1,21.19
2023-11-04 02:45:23.045000+00:00,0.16,49.3,7.76,24.1,21.37
2023-11-04 02:50:31.757000+00:00,0.16,49.3,7.75,24.1,21.44
2023-11-04 02:55:44.329000+00:00,0.12,49.4,7.73,24.2,21.44
2023-11-04 03:00:52.810000+00:00,0.16,49.3,7.74,24.2,21.37
2023-11-04 03:06:01.754000+00:00,0.12,49.3,7.73,24.2,21.44
2023-11-04 03:11:10.969000+00:00,0.25,49.5,7.72,24.1,21.44
2023-11-04 03:16:23.349000+00:00,0.16,49.5,7.73,24.2,21.37
2023-11-04 03:21:31.794000+00:00,0.16,49.5,7.73,24.1,21.44
2023-11-04 03:26:40.557000+00:00,0.19,49.6,7.73,24.2,21.44
2023-11-04 03:31:48.607000+00:00,0.19,49.7,7.72,24.1,21.37
2023-11-04 03:37:02.221000+00:00,0.12,49.4,7.74,24,21.37
2023-11-04 03:42:09.696000+00:00,0.22,48,7.71,23.9,21.37
2023-11-04 03:47:17.842000+00:00,0.16,49.4,7.71,24,21.37
2023-11-04 03:52:26.141000+00:00,0.12,49.4,7.71,24.1,21.37
2023-11-04 03:57:39.191000+00:00,0.22,49.1,7.72,24.2,21.37
2023-11-04 04:02:48.034000+00:00,0.22,49.1,7.71,24.3,21.31
2023-11-04 04:07:56.500000+00:00,0.19,49.2,7.71,24.3,21.37
2023-11-04 04:13:04.338000+00:00,0.16,47.8,7.72,24.1,21.37
2023-11-04 04:18:18.624000+00:00,0.16,49.2,7.7,24.1,21.37
2023-11-04 04:23:26.669000+00:00,0.16,48,7.71,24,21.31
2023-11-04 04:28:33.910000+00:00,0.19,48.5,7.7,24,21.37
2023-11-04 04:33:41.938000+00:00,0.16,47.9,7.72,23.9,21.44
2023-11-04 04:38:54.636000+00:00,0.19,47.3,7.71,23.8,21.31
2023-11-04 04:44:02.292000+00:00,0.19,47.1,7.71,23.6,21.37
2023-11-04 04:49:09.956000+00:00,0.19,48.1,7.69,23.6,21.37
2023-11-04 04:54:17.977000+00:00,0.16,47.2,7.71,23.7,21.31
2023-11-04 04:59:30.698000+00:00,0.16,48.3,7.71,23.3,21.31
2023-11-04 05:04:38.396000+00:00,0.16,46.4,7.7,23.2,21.31
2023-11-04 05:09:46.054000+00:00,0.22,47.7,7.7,23.1,21.31
2023-11-04 05:14:54.137000+00:00,0.25,47.7,7.7,23.4,21.31
2023-11-04 05:20:06.164000+00:00,0.22,47.5,7.71,23.4,21.37
2023-11-04 05:25:14.803000+00:00,0.16,46.8,7.7,23.7,21.44
2023-11-04 05:30:22.586000+00:00,0.12,46.6,7.71,23.6,21.37
2023-11-04 05:35:30.885000+00:00,0.16,46.8,7.72,23.6,21.37
2023-11-04 05:40:40.716000+00:00,0.19,46.2,7.69,23.4,21.44
2023-11-04 05:45:49.316000+00:00,0.16,47,7.7,23.5,21.31
2023-11-04 05:50:56.862000+00:00,0.16,46.9,7.7,23.7,21.31
2023-11-04 05:56:04.364000+00:00,0.16,46.9,7.7,23.6,21.31
2023-11-04 06:01:15.669000+00:00,0.22,46.9,7.71,23.6,21.44
2023-11-04 06:06:24.311000+00:00,0.19,47.2,7.69,23.5,21.31
2023-11-04 06:11:32.207000+00:00,0.16,47.2,7.7,23.5,21.37
2023-11-04 06:16:40.382000+00:00,0.19,46.7,7.69,23.5,21.31
2023-11-04 06:21:48.368000+00:00,0.22,47.2,7.7,23.5,21.31
2023-11-04 06:27:01.024000+00:00,0.16,47.3,7.7,23.5,21.31
2023-11-04 06:32:08.879000+00:00,0.16,47.7,7.69,23.4,21.31
2023-11-04 06:37:17.085000+00:00,0.16,47.4,7.72,23.5,21.31
2023-11-04 06:42:24.777000+00:00,0.19,47.8,7.7,23.5,21.31
2023-11-04 06:47:37.094000+00:00,0.16,47.8,7.71,23.5,21.37
2023-11-04 06:52:44.830000+00:00,0.22,47.9,7.71,23.5,21.31
2023-11-04 06:57:53.049000+00:00,0.16,48.1,7.7,23.5,21.31
2023-11-04 07:03:01.262000+00:00,0.19,48,7.71,23.6,21.31
2023-11-04 07:08:15.106000+00:00,0.16,48.1,7.71,23.6,21.31
2023-11-04 07:13:22.998000+00:00,0.22,48.4,7.71,23.5,21.31
2023-11-04 07:18:32.157000+00:00,0.22,48.3,7.71,23.5,21.31
2023-11-04 07:23:40.103000+00:00,0.16,48.5,7.71,23.5,21.37
2023-11-04 07:28:53.242000+00:00,0.19,48.4,7.7,23.6,21.31
2023-11-04 07:34:01.246000+00:00,0.22,48.6,7.71,23.6,21.31
2023-11-04 07:39:09.821000+00:00,0.19,48.2,7.71,23.8,21.44
2023-11-04 07:44:18.379000+00:00,0.22,48.6,7.71,23.6,21.25
2023-11-04 07:49:30.891000+00:00,0.22,48.9,7.69,23.6,21.25
2023-11-04 07:54:38.902000+00:00,0.16,49,7.7,23.6,21.31
2023-11-04 07:59:47.049000+00:00,0.22,48.7,7.7,23.7,21.31
2023-11-04 08:04:55.668000+00:00,0.19,48.9,7.7,23.6,21.31
2023-11-04 08:10:09.097000+00:00,0.16,48.9,7.7,23.7,21.31
2023-11-04 08:15:17.663000+00:00,0.16,49,7.71,23.7,21.37
2023-11-04 08:20:25.841000+00:00,0.16,49.2,7.71,23.6,21.25
2023-11-04 08:25:34.318000+00:00,0.16,48.9,7.7,23.6,21.25
2023-11-04 08:30:46.917000+00:00,0.16,48.9,7.7,23.7,21.31
2023-11-04 08:35:55.216000+00:00,0.16,48.9,7.7,23.7,21.25
2023-11-04 08:41:03.292000+00:00,0.19,48.7,7.7,23.7,21.19
2023-11-04 08:46:10.993000+00:00,0.19,48.9,7.69,23.6,21.25
2023-11-04 08:51:23.854000+00:00,0.09,49,7.71,23.7,21.31
2023-11-04 08:56:33.437000+00:00,0.09,49.5,7.75,23.4,21.5
2023-11-04 09:01:42.736000+00:00,0.06,49.6,7.72,23.4,21.56
2023-11-04 09:06:50.633000+00:00,0.09,49.7,7.74,23.3,21.56
2023-11-04 09:12:03.544000+00:00,0.06,50,7.72,23.2,21.56
2023-11-04 09:17:11.956000+00:00,0.06,50.2,7.72,23.2,21.5
2023-11-04 09:22:19.856000+00:00,0.06,50.3,7.72,23.1,21.5
2023-11-04 09:27:28.488000+00:00,0.06,50.3,7.72,23.1,21.56
2023-11-04 09:32:41.835000+00:00,0.09,50.2,7.72,23.2,21.56
2023-11-04 09:37:50.437000+00:00,0.09,50.2,7.72,23.1,21.5
2023-11-04 09:42:59.624000+00:00,0.06,49.3,7.72,22.7,21.5
2023-11-04 09:48:12.067000+00:00,0.09,50.6,7.72,22.9,21.5
2023-11-04 09:53:19.975000+00:00,0.06,50,7.72,23,21.44
2023-11-04 09:58:28.218000+00:00,0.09,49.8,7.72,23.1,21.5
2023-11-04 10:03:36.511000+00:00,0.06,49.7,7.72,23.1,21.44
2023-11-04 10:08:49.629000+00:00,0.06,50,7.72,23,21.44
2023-11-04 10:13:58.509000+00:00,0.09,50.2,7.72,23,21.5
2023-11-04 10:19:06.935000+00:00,0.09,50.5,7.72,23,21.44
2023-11-04 10:24:15.638000+00:00,0.09,50.5,7.72,23,21.44
2023-11-04 10:29:29.601000+00:00,0.12,50.6,7.72,23,21.37
2023-11-04 10:34:38.527000+00:00,0.06,50.7,7.72,23,21.44
2023-11-04 10:39:47.467000+00:00,0.09,50.8,7.72,23,21.37
2023-11-04 10:44:59.393000+00:00,0.09,51,7.72,23,21.37
2023-11-04 10:50:07.602000+00:00,0.06,50.9,7.72,23,21.37
2023-11-04 10:55:16.558000+00:00,0.09,50.8,7.71,23,21.37
2023-11-04 11:00:25.054000+00:00,0.09,50.5,7.73,23,21.37
2023-11-04 11:05:33.466000+00:00,0.09,50.8,7.72,23,21.37
2023-11-04 11:10:47.446000+00:00,0.06,51,7.72,23,21.31
2023-11-04 11:15:56.488000+00:00,0.09,50.7,7.73,23.1,21.37
2023-11-04 11:21:04.340000+00:00,0.06,51,7.72,23,21.31
2023-11-04 11:26:13.475000+00:00,0.09,50.8,7.72,23,21.31
2023-11-04 11:31:27.727000+00:00,0.06,50.4,7.72,23.1,21.31
2023-11-04 11:36:36.116000+00:00,0.09,50.4,7.72,23,21.31
2023-11-04 11:41:44.296000+00:00,0.06,50.8,7.73,23,21.31
2023-11-04 11:46:52.744000+00:00,0.06,50.8,7.72,23,21.31
2023-11-04 11:52:05.915000+00:00,0.06,50.9,7.72,23,21.31
2023-11-04 11:57:13.993000+00:00,0.09,51,7.73,22.9,21.31
2023-11-04 12:02:22.471000+00:00,0.06,51.1,7.73,23,21.37
2023-11-04 12:07:31.492000+00:00,0.06,51.4,7.72,22.9,21.31
2023-11-04 12:12:44.862000+00:00,0.06,51,7.74,23,21.31
2023-11-04 12:17:54.453000+00:00,0.09,51,7.72,23,21.31
2023-11-04 12:23:03.052000+00:00,0.06,50.9,7.72,23,21.31
2023-11-04 12:28:11.185000+00:00,0.06,51.3,7.73,22.9,21.25
2023-11-04 12:33:24.369000+00:00,0.09,51,7.72,23,21.31
2023-11-04 12:38:33.196000+00:00,0.06,50.4,7.72,23,21.25
2023-11-04 12:43:40.638000+00:00,0.06,50.5,7.72,23,21.25
2023-11-04 12:48:49.881000+00:00,0.06,50.5,7.72,23,21.25
2023-11-04 12:54:01.942000+00:00,0.06,50.8,7.73,23,21.31
2023-11-04 12:59:09.837000+00:00,0.09,50.6,7.72,23,21.31
2023-11-04 13:04:17.949000+00:00,0.06,50.9,7.73,23,21.31
2023-11-04 13:09:31.403000+00:00,0.06,50.7,7.72,23,21.25
2023-11-04 13:14:39.888000+00:00,0.09,50.4,7.73,23,21.25
2023-11-04 13:19:48.145000+00:00,0.09,50.4,7.74,23,21.25
2023-11-04 13:24:56.207000+00:00,0.09,50.3,7.73,23,21.25
2023-11-04 13:30:08.044000+00:00,0.06,50.5,7.72,23,21.25
2023-11-04 13:35:16.578000+00:00,0.09,49.9,7.73,23,21.25
2023-11-04 13:40:25.509000+00:00,0.06,49.8,7.73,23,21.25
2023-11-04 13:45:34.524000+00:00,0.06,50,7.74,23,21.25
2023-11-04 13:50:47.992000+00:00,0.06,50.6,7.73,23,21.19
2023-11-04 13:55:56.507000+00:00,0.06,50.1,7.72,23,21.25
2023-11-04 14:01:05.476000+00:00,0.09,49.2,7.72,23,21.25
2023-11-04 14:06:16.740000+00:00,0.06,49.4,7.72,23,21.19
2023-11-04 14:11:25.434000+00:00,0.09,49.6,7.72,23,21.25
2023-11-04 14:16:33.151000+00:00,0.06,50.2,7.72,22.9,21.25
2023-11-04 14:21:41.283000+00:00,0.09,49.9,7.73,23,21.25
2023-11-04 14:26:54.519000+00:00,0.06,49.6,7.72,23,21.19
2023-11-04 14:32:03.604000+00:00,0.09,49.8,7.72,23,21.19
2023-11-04 14:37:11.801000+00:00,0.09,49.4,7.72,23,21.19
2023-11-04 14:42:24.607000+00:00,0.06,49.3,7.72,23,21.19
2023-11-04 14:47:33.082000+00:00,0.09,49.5,7.72,23,21.25
2023-11-04 14:52:41.797000+00:00,0.06,49.2,7.73,23,21.19
2023-11-04 14:57:51.130000+00:00,0.06,49,7.72,23,21.25
2023-11-04 15:03:04.020000+00:00,0.09,49,7.72,23,21.19
2023-11-04 15:08:12.543000+00:00,0.06,49.1,7.77,23,21.31
2023-11-04 15:13:20.889000+00:00,0.06,48.8,7.75,23,21.37
2023-11-04 15:18:33.513000+00:00,0.06,49,7.75,23,21.31
2023-11-04 15:23:42.439000+00:00,0.06,49.1,7.75,22.9,21.37
2023-11-04 15:28:50.226000+00:00,0.06,49.4,7.74,22.9,21.31
2023-11-04 15:33:58.737000+00:00,0.06,49.5,7.73,22.9,21.31
2023-11-04 15:39:11.779000+00:00,0.09,48.8,7.75,23,21.37
2023-11-04 15:44:20.297000+00:00,0.06,48.7,7.74,23,21.25
2023-11-04 15:49:28.741000+00:00,0.06,49.4,7.73,22.9,21.25
2023-11-04 15:54:41.461000+00:00,0.06,49.7,7.73,22.9,21.31
2023-11-04 15:59:50.933000+00:00,0.06,49.6,7.73,22.9,21.31
2023-11-04 16:04:59.276000+00:00,0.12,48.6,7.73,22.9,21.19
2023-11-04 16:10:08.179000+00:00,0.06,49.8,7.74,23,21.25
2023-11-04 16:15:23.194000+00:00,0.06,49.7,7.73,22.9,21.25
2023-11-04 16:20:32.146000+00:00,0.06,50.1,7.74,22.9,21.31
2023-11-04 16:25:42.165000+00:00,0.06,50.4,7.74,22.9,21.31
2023-11-04 16:30:54.092000+00:00,0.06,50.5,7.74,22.9,21.31
2023-11-04 16:36:13.017000+00:00,0.06,50.2,7.72,22.9,21.25
2023-11-04 16:41:21.879000+00:00,0.06,50.1,7.73,23,21.25
2023-11-04 16:46:30.448000+00:00,0.06,50.5,7.72,22.9,21.19
2023-11-04 16:51:43.945000+00:00,0.06,50.5,7.73,22.9,21.25
2023-11-04 16:56:53.452000+00:00,0.06,50.2,7.74,22.8,21.25
2023-11-04 17:02:07.570000+00:00,0.09,49.8,7.73,23,21.19
2023-11-04 17:07:16.255000+00:00,0.06,50.2,7.74,22.9,21.19
2023-11-04 17:12:25.689000+00:00,0.06,50.6,7.73,22.9,21.19
2023-11-04 17:17:38.871000+00:00,0.06,50.8,7.74,22.9,21.25
2023-11-04 17:22:46.584000+00:00,0.06,51.1,7.73,22.9,21.19
2023-11-04 17:27:54.986000+00:00,0.12,51.3,7.73,22.9,21.19
2023-11-04 17:33:07.728000+00:00,0.06,50.8,7.73,22.9,21.19
2023-11-04 17:38:16.090000+00:00,0.06,51.1,7.74,22.9,21.19
